TYPE,DYN_MassInHalfRad,DM_MassInHalfRad,R_eff,Mass,VelDisp,mangaid
LTGs,10.033,9.921088181895504,0.5284015673770275,9.690366652517909,1.8512583487190752,1-378885
LTGs,10.284,10.134195235572268,0.5204848269244973,10.050019855215218,1.9795483747040952,1-379045
LTGs,10.213,10.021529425610595,0.5370646405312373,10.066124050420369,1.9074113607745862,1-37908
LTGs,10.005,9.741734264448555,0.4867130216352639,9.96363647397927,1.8129133566428555,1-379202
LTGs,10.055,9.853137212658122,0.47770091620780986,9.926273003821699,1.8512583487190752,1-379241
LTGs,10.718,10.187893847161568,0.6545629225817018,10.867189052109234,1.9247959957979122,1-379291
LTGs,11.392,11.09294713839597,1.0134264589752098,11.390013823818736,2.3044905277734875,1-379380
LTGs,10.159,10.024462232596338,0.4848685900540551,9.88555620281877,1.9143431571194407,1-379410
LTGs,10.88,10.734724431357586,1.0230050804523618,10.634823434220728,2.024074987307426,1-379454
LTGs,10.303,10.20240604743737,0.6524402201242164,9.91949098847718,1.7759743311293692,1-379571
LTGs,9.887,9.828785651874773,0.3882799978935175,9.286493635896253,1.8394780473741983,1-37973
LTGs,11.149,10.966289525422985,0.9168741892113821,10.985851993176718,2.2329961103921536,1-379741
LTGs,10.985,10.92082352517497,0.9682022855765152,10.423928377653684,2.0425755124401905,1-37980
LTGs,10.526,10.310235371667586,0.691082899787833,10.419800943908477,1.9903388547876015,1-379865
LTGs,11.019,10.668898006936853,0.7483435523582536,11.063085864402217,2.254064452914338,1-37995
LTGs,10.934,10.603484139047042,0.6316481421463944,10.961610604427472,2.2380461031287955,1-380000
LTGs,10.639,10.428501211824402,0.6892192754043223,10.524488721436983,2.0681858617461617,1-38007
LTGs,10.334,9.93363585251584,0.465828369102292,10.414789853839917,1.9232440186302764,1-380097
LTGs,10.109,9.853303341985104,0.49150073828997237,10.058377086818552,1.8506462351830666,1-38011
LTGs,10.883,9.907963285871283,0.8163729697136308,11.135408115578917,2.2005769267548483,1-38017
LTGs,10.534,10.257415787864684,0.5948353341518852,10.508095694023154,2.0831441431430524,1-380299
LTGs,10.488,9.776948278601926,0.6725595874106759,10.69508861662601,2.011993114659257,1-380300
LTGs,10.869,10.572021935810998,0.6862798947916181,10.86490990802692,2.1734776434529945,1-38033
LTGs,10.011,9.51887323288479,0.40140014277825237,10.14325144400353,1.9014583213961123,1-38041
LTGs,10.404,10.196310773041025,0.6499175978192313,10.28494558151185,2.0051805125037805,1-38042
LTGs,10.932,10.762074058898262,0.7677487311576121,10.74330915295917,2.2013971243204513,1-38075
LTGs,10.258,10.205933235517612,0.7374317236266335,9.612032952872436,1.9057958803678685,1-38138
LTGs,10.818,10.674494979893652,0.7841163435785602,10.568334253789189,2.1322596895310446,1-38160
LTGs,9.747,9.29045591086748,0.3688458422443073,9.861272605621107,1.7937903846908188,1-38214
LTGs,10.523,10.358813766648879,0.6131017638602152,10.3220725281878,2.0398105541483504,1-382312
LTGs,11.32,10.965272644479104,1.00043385198687,11.367782678082008,2.2268575702887237,1-382322
LTGs,11.184,10.933908223944352,0.9327280636367513,11.126283429950572,2.1772478362556233,1-382459
LTGs,10.584,10.498202663917677,0.8049558313604339,10.13852683002017,1.994756944587628,1-382465
LTGs,10.213,10.090276799063528,0.6468945138269344,9.905254764410863,1.8585371975696392,1-382505
LTGs,10.075,9.985119428165355,0.5039289968803957,9.647746010185326,1.8864907251724818,1-382588
LTGs,10.851,10.672515968720612,0.9069265641174382,10.679655095517846,2.052693941924968,1-382648
LTGs,10.52,10.331736539861245,0.8088866834157687,10.367275132549196,1.9585638832219674,1-382678
LTGs,10.852,10.580843802561255,0.7322329330431008,10.819918476621112,2.1455071714096627,1-382712
LTGs,10.212,10.049781767693698,0.6019495072928526,10.006757969065692,1.850033257689769,1-38272
LTGs,10.397,8.70223316487204,0.7784403777325308,10.689169867404825,1.8937617620579434,1-382809
LTGs,11.458,11.181668406251552,1.0401278761395354,11.431811847696787,2.3469394626989906,1-382817
LTGs,10.297,10.17374131605991,0.46731103459271334,9.990890495412641,2.0285712526925375,1-382818
LTGs,9.94,9.747305078149441,0.42699888600526587,9.79532508590095,1.7781512503836436,1-382860
LTGs,10.253,9.971932944169001,0.6587749078781457,10.232075038145062,1.9100905455940682,1-383
LTGs,10.308,10.120741535935235,0.7394148934376207,10.153416955377077,1.823474229170301,1-383040
LTGs,10.959,10.688801070799823,0.7327149237287808,10.925811799544299,2.1354506993455136,1-383135
LTGs,10.67,10.404042332255093,0.5051483883599328,10.631844527590866,2.1646502159342966,1-383171
LTGs,10.689,10.229187490185746,0.65340535061139,10.805018607761879,2.1085650237328344,1-383208
LTGs,9.825,9.100766710443661,0.4647886319008048,10.035212678708506,1.7881683711411678,1-38323
LTGs,10.599,10.399901891306591,0.5878229594754393,10.465560234425972,2.0580462303952816,1-383264
LTGs,10.226,10.061427264319777,0.4768295020490062,10.025912587625392,1.9339931638312424,1-383459
LTGs,9.699,9.44316779120934,0.4080699029279819,9.648546094318753,1.7067177823367587,1-383464
LTGs,9.947,9.696016155053577,0.40208800557830315,9.890426402011746,1.8674674878590516,1-38352
LTGs,10.865,10.666861985676357,0.7453094270783707,10.729904489929076,2.1562461903973444,1-38354
LTGs,10.377,10.25481791075853,0.7262387507250697,10.067593495627943,1.920123326290724,1-383562
LTGs,10.733,10.665572375375058,0.8142481077505416,10.19180583934303,2.04883008652835,1-38368
LTGs,10.352,10.110108971653816,0.41330053797261207,10.283519122235862,2.0285712526925375,1-383698
LTGs,10.338,10.114326746997069,0.5268567337776722,10.243812450440805,2.0136796972911926,1-383751
LTGs,9.904,9.60297546118584,0.3438022470953579,9.903994543081613,1.8597385661971468,1-38379
LTGs,10.388,10.32777515579226,0.6335687003206243,9.80125687296088,2.031408464251624,1-38380
LTGs,10.724,10.563417386953722,0.8194791239739427,10.515124096057553,2.0692980121155293,1-38381
LTGs,10.486,10.418539857981141,0.7319111709461975,9.944999392039145,1.9790929006383264,1-38392
LTGs,10.734,10.647995685043629,0.8548537767480674,10.2894731872401,2.0610753236297916,1-384095
LTGs,10.381,10.226322093128113,0.4766851636323976,10.15862800983216,2.0538464268522527,1-384124
LTGs,10.058,10.017842983748977,0.5196966620046438,9.305083314760532,1.8432327780980093,1-384125
LTGs,10.174,10.128837694829441,0.5883839652236009,9.469636299787817,1.801403710017355,1-384191
LTGs,10.199,10.05812381914821,0.6538874320862195,9.942547551984514,1.825426117767823,1-384262
LTGs,10.271,10.22327145557473,0.6622843740417601,9.589378135112096,1.8836614351536176,1-384306
LTGs,9.905,9.731120212976041,0.37511357674062995,9.724451724313594,1.8382192219076259,1-384344
LTGs,10.837,10.741129832688735,0.9466971534705432,10.434875530880557,2.0916669575956846,1-384396
LTGs,10.026,9.156987700243441,0.220368763665732,10.263943955529625,2.0178677189635055,1-384400
LTGs,10.077,10.00548109995338,0.6387875717936752,9.559397683865509,1.8369567370595505,1-384413
LTGs,9.469,9.337635498626016,0.2576800744792055,9.186695814223109,1.6551384348113822,1-384429
LTGs,9.785,9.508196030034107,0.32469436751056513,9.759342332738228,1.826722520168992,1-384547
LTGs,9.918,9.747281750115143,0.44715751330972725,9.730959092561672,1.8331471119127851,1-384809
LTGs,10.066,9.778778508721336,0.42991079207429533,10.051737991954713,1.9159272116971158,1-384929
LTGs,9.998,9.866662446725806,0.4977592802932313,9.715619509845776,1.8686444383948257,1-385051
LTGs,9.642,9.436773061442427,0.182128650136112,9.518899942938706,1.813580988568192,1-385052
LTGs,10.673,10.361637087070612,0.648554913692132,10.68309277465439,2.1316186643491255,1-385091
LTGs,9.576,9.167393666715494,0.2619739983116488,9.662149317516196,1.7041505168397992,1-38510
LTGs,10.337,10.210444634112369,0.6359861391160521,10.0407840960704,1.9429995933660404,1-385101
LTGs,10.773,10.32934772636689,0.8488053379176697,10.880184528178289,2.1058506743851435,1-385123
LTGs,10.289,10.183200918709288,0.5891678147158037,9.924901420492166,1.9849771264154934,1-385129
LTGs,10.758,10.513818094880973,0.9080027372056443,10.692573680860018,2.0342272607705505,1-385225
LTGs,10.169,9.900706077605928,0.4159750440913778,10.133593719481713,1.9253120914996495,1-385342
LTGs,10.125,10.049642650656617,0.5906196970705866,9.628237310328727,1.8796692056320534,1-385361
LTGs,10.588,9.965493212795968,0.8644529449126227,10.77069839076212,1.9185545305502736,1-38550
LTGs,10.189,9.996132534173864,0.5065035504759843,10.044633880085604,1.8965262174895554,1-38553
LTGs,10.59,10.311619655912986,0.6435513695083386,10.56610379770764,2.0170333392987803,1-385547
LTGs,11.04,10.321966492301915,1.0746342459958305,11.248757919242909,2.0090257420869104,1-385781
LTGs,11.536,11.330475040153958,1.0481312943887484,11.41339283852471,2.2008504980910777,1-385972
LTGs,10.382,10.219824161900258,0.650502217441238,10.176664336199304,1.9041743682841634,1-386078
LTGs,10.224,9.925125607551504,0.3664219163331256,10.221833644142052,2.04766419460156,1-386108
LTGs,11.342,10.929979174200177,1.134337075966384,11.430321058659917,2.22219604630172,1-386120
LTGs,10.304,10.155206289479098,0.5129512985521709,10.067555422608082,1.8959747323590646,1-386150
LTGs,11.303,11.127866317894714,0.9325759378770856,11.124987229580233,2.305566313515304,1-386197
LTGs,10.231,10.156186724488771,0.5105467171694756,9.73135456807594,1.9304395947667001,1-386264
LTGs,10.459,10.34190045824628,0.6767838783980114,10.133565885578328,1.9960736544852753,1-386298
LTGs,10.748,10.582056922832335,0.8205306012859958,10.55087201668028,2.0549958615291417,1-386400
LTGs,10.786,10.568593553445613,0.6007546297820429,10.682340153914385,2.1889284837608534,1-386430
LTGs,10.574,10.52035272300396,0.7825440590901147,9.94024581514226,1.8948696567452525,1-386453
LTGs,9.923,9.75771628371163,0.5694906487609773,9.724451724313594,1.8068580295188175,1-386601
LTGs,10.324,10.250096522529322,0.5097409854894912,9.819482697011733,1.9425041061680808,1-386605
LTGs,10.568,10.39846458052105,0.6781534827463791,10.378492488735475,2.0429690733931802,1-386695
LTGs,10.292,10.243945259574401,0.7399672742056836,9.61317607987564,1.890979596989689,1-386735
LTGs,10.15,9.989646964329582,0.5532765797390774,9.940610497326773,1.9159272116971158,1-386762
LTGs,10.38,10.108114588208123,0.4476237039158692,10.348757987156862,2.0909630765957314,1-386822
LTGs,10.537,10.219364713580612,0.6106610706132846,10.552993698418545,2.038620161949703,1-386826
LTGs,10.464,10.413496392262203,0.8552147066957211,9.805560964696717,1.8864907251724818,1-386836
LTGs,10.648,10.533939444581655,0.9305927435709997,10.312598346836447,1.9444826721501687,1-386847
LTGs,10.384,10.30655471729339,0.724769421217719,9.898093292554536,1.9459607035775686,1-386876
LTGs,10.761,10.405068539713492,0.5988979993307997,10.809733516712777,2.215637563435062,1-386903
LTGs,10.798,10.598686432688202,0.51956346321701,10.664930439769039,2.0982975364946976,1-386954
LTGs,10.091,10.033910139193127,0.6190935708404626,9.482572389144767,1.8494194137968993,1-387014
LTGs,11.017,10.972479906038732,0.9287538597824432,10.306731851862493,2.1277525158329733,1-387016
LTGs,10.068,9.777382561949368,0.5369386643745997,10.057331647548528,1.885361220031512,1-387081
LTGs,10.589,10.483464372730857,0.8743659877353548,10.22394501034046,1.8959747323590646,1-387086
LTGs,11.353,11.197695300257866,1.0353892349297895,11.132089526607711,2.277150613963797,1-387106
LTGs,11.302,11.118345706507684,0.8866597136714318,11.1406508005815,2.330007700872759,1-387136
LTGs,9.806,9.699926239187798,0.35869539631347735,9.442895729089,1.7930916001765802,1-387140
LTGs,10.076,9.986935611815511,0.47319565737714236,9.645178361652905,1.9153998352122699,1-387155
LTGs,10.142,10.033860341070211,0.3848902441475164,9.786282223681768,1.9822712330395684,1-387482
LTGs,10.339,10.257178316110206,0.6727460505180631,9.87484537052498,1.9370161074648142,1-387502
LTGs,10.325,10.268202594165784,0.7013965094255555,9.71448493810061,1.8954225460394079,1-38775
LTGs,9.731,9.47358307684354,0.3306175893987532,9.682513195275032,1.7745169657285496,1-38787
LTGs,10.06,9.916183380264362,0.5609807894669474,9.811129010903901,1.8680563618230415,1-389374
LTGs,10.187,10.027320662035946,0.6029280460254305,9.976098244758594,1.8842287696326039,1-389400
LTGs,10.712,10.642461177657578,0.7413879565831081,10.183167442741388,1.8182258936139555,1-389410
LTGs,10.636,10.431785410117818,0.5857990028211041,10.511218896317974,2.0663259253620376,1-389499
LTGs,10.942,10.77721585159446,0.8483742291718533,10.742371089192165,2.161368002234975,1-389513
LTGs,10.879,10.785172048665533,0.870403569952084,10.468508249016901,2.09795107099415,1-390054
LTGs,10.329,10.091578858153964,0.6960957336270581,10.25444917888912,1.7512791039833422,1-390086
LTGs,10.122,9.964837424821429,0.6164759123516776,9.905380703332117,1.8887409606828927,1-390232
LTGs,10.996,10.912866706733487,0.8252959590368972,10.538116882915977,2.188084373714938,1-390282
LTGs,11.016,10.862934772534661,0.8406696861553199,10.789835088907367,2.2113875529368587,1-390514
LTGs,10.002,9.719825959828864,0.25527392785666153,9.982288062026644,1.9552065375419418,1-390521
LTGs,11.736,11.556441480682164,1.3678771519294786,11.566761306097176,2.2022157758011316,1-39063
LTGs,11.025,10.650293405007398,0.8910349763462826,11.087971739080709,2.14674801363064,1-391014
LTGs,10.106,9.975438897343539,0.4176371181619107,9.821413142750567,1.9273703630390235,1-39196
LTGs,10.915,10.551330663778993,0.8524792774594924,10.969733089787104,2.188647295999717,1-392720
LTGs,10.438,10.262749779749265,0.6620947270996773,10.260221761332122,1.9222062774390163,1-392972
LTGs,11.327,11.255774056666068,0.7516645635128486,10.807757535376485,2.0670708560453703,1-39376
LTGs,10.693,9.803447560303667,0.7885918509282511,10.934069199930459,2.0824263008607717,1-39383
LTGs,11.408,11.235512237825594,0.9540015694389344,11.224610788876145,2.3040594662175993,1-394362
LTGs,11.115,10.832317512851768,0.800853430680268,11.095843047789181,2.241048150671644,1-394404
LTGs,10.763,10.334178942548471,0.8135826962683194,10.8616124592335,1.9106244048892012,1-39446
LTGs,10.112,10.034960498648898,0.6004256980245947,9.62400866577785,1.8898617212581883,1-39524
LTGs,10.428,10.15379903847126,0.39567501372992275,10.399403804566399,2.124178055474675,1-395508
LTGs,10.138,9.792039400294641,0.4778436609143707,10.178714968658662,1.8356905714924256,1-395601
LTGs,9.557,9.162344257177933,0.2329962591188683,9.633977855699836,1.678518379040114,1-395617
LTGs,10.599,10.460308187730563,0.7442924374384992,10.336794501618492,2.0437551269686796,1-395668
LTGs,10.011,9.137550395896682,0.22297816473639342,10.249633609628594,1.9030899869919435,1-397146
LTGs,10.865,10.56158256421807,0.6679198616743557,10.867374387403315,2.20194306340165,1-397168
LTGs,10.992,10.916957333247693,0.9339941377766112,10.493572758146252,2.1436392352745433,1-397212
LTGs,10.285,10.201628026540916,0.7223871015865315,9.828246449818327,1.8937617620579434,1-39724
LTGs,9.921,9.802653169407696,0.4181364803599797,9.599571817859937,1.8567288903828827,1-397404
LTGs,10.962,10.755216321262104,0.7345606460284354,10.841464769879993,2.220108088040055,1-397451
LTGs,10.92,10.756253318238823,0.7146656876504915,10.718114275774024,2.149834696715785,1-397456
LTGs,11.11,10.687650389505782,0.8452214436734447,11.20472397441205,2.1341771075767664,1-39766
LTGs,10.844,10.267577451437829,0.7241937069684606,11.011197724279496,2.17260293120986,1-397773
LTGs,10.947,10.696898597143187,1.0068935240942496,10.889295793005436,1.9633155113861114,1-39795
LTGs,11.287,11.073511895238605,0.9666113050711813,11.177239263421736,2.244277120801843,1-39805
LTGs,11.193,10.795634353386703,0.8873364486572396,11.271797915571753,2.243781916093795,1-39830
LTGs,10.16,10.026949595695427,0.6182581786814,9.882433742142043,1.8350561017201164,1-39880
LTGs,10.911,10.75729347047972,0.8384718681498441,10.686349049249932,2.1225435240687545,1-39909
LTGs,9.835,9.772258820448458,0.5345340172534807,9.264805375886612,1.7678976160180906,1-399194
LTGs,10.538,10.39792340768285,0.7482652238033463,10.27945382949881,1.9380190974762104,1-399279
LTGs,10.092,9.957354213664795,0.5901737343212246,9.81885352904775,1.7442929831226763,1-39946
LTGs,10.96,10.750039744325838,0.7361564586677484,10.844623841012536,2.2377949932739227,1-399563
LTGs,10.609,10.562074541825467,0.986591654337005,9.9204027184899,1.9068735347220704,1-39995
LTGs,10.318,10.145987500389587,0.7027738739123628,10.133634472056656,1.932980821923198,1-40006
LTGs,10.881,10.734157367032218,0.7816112479723554,10.63974331722064,2.143014800254095,1-40058
LTGs,11.264,11.151418424283326,0.8621908130346263,10.92363755456497,1.9350031514536548,1-40071
LTGs,9.601,9.358597999254764,0.24254018317759812,9.533203694807261,1.783903579272735,1-401122
LTGs,10.121,9.936601893059281,0.4393313516232896,9.961060453053772,1.8627275283179747,1-401502
LTGs,10.092,10.006962474119781,0.5478961933548563,9.6430311022699,1.863322860120456,1-401566
LTGs,10.389,10.292488670280816,0.7096099735595087,9.989461588140465,1.9253120914996495,1-401670
LTGs,11.363,11.246877740416238,1.0195309981788845,11.034392968157173,2.268577971882843,1-401708
LTGs,10.647,10.273315468348462,0.6283895326622728,10.709224061445383,2.0132586652835167,1-401757
LTGs,10.727,10.167016475214284,0.7257486067136564,10.888108354993536,2.0433622780211294,1-401783
LTGs,10.728,10.174718896783682,0.6987090896245711,10.886533146802476,2.1280760126687155,1-401864
LTGs,10.958,10.736037283149855,0.7658909341057917,10.861260881786247,2.2245330626060857,1-401876
LTGs,10.773,10.4235469984283,0.8813854027650063,10.81656145815817,2.0806264869218056,1-401919
LTGs,10.649,10.197754582075678,0.8686437127678235,10.760398726820625,1.9508514588885464,1-40201
LTGs,10.245,9.96469034538088,0.5342803932352478,10.223241338846742,1.9390197764486665,1-40212
LTGs,9.95,9.601175804526678,0.28443275448124594,9.993052008327856,1.9508514588885464,1-402436
LTGs,10.441,10.353421324076303,0.8218416640818512,10.003590342292732,1.9159272116971158,1-402467
LTGs,11.118,10.850579733669305,0.8773130004988708,11.081569408555739,2.1652443261253107,1-40252
LTGs,9.914,9.730114798992078,0.22271412155293835,9.753089157963405,1.7881683711411678,1-402656
LTGs,10.357,10.283770520097685,0.6823250654985579,9.848831261526305,1.9175055095525466,1-402702
LTGs,9.789,9.500657953300895,0.28959042178379424,9.775930187409717,1.806179973983887,1-403613
LTGs,10.324,10.153457705529444,0.6219006060284085,10.13659347582802,1.9722028383790644,1-403619
LTGs,9.957,9.67002979876879,0.5561801830822731,9.942469763060377,1.7881683711411678,1-403662
LTGs,10.136,10.033783206280853,0.5630084248075802,9.758661497510735,1.9041743682841634,1-403664
LTGs,10.272,10.006873347148284,0.5731028559741909,10.232858827178674,1.9513375187959177,1-403672
LTGs,10.955,10.774363489227056,0.9406161414843971,10.787858976964733,2.0261245167454502,1-403703
LTGs,9.819,9.609842522274459,0.4762500817850297,9.70232937737509,1.739572344450092,1-403707
LTGs,10.406,10.21912002678467,0.6761451425385936,10.250713962914668,1.9777236052888478,1-403797
LTGs,10.694,10.386907630465798,0.7065451161718268,10.699978912112028,2.1245042248342823,1-404032
LTGs,9.624,9.490843015348247,0.22089079261838238,9.346730923177624,1.7860412102425542,1-404060
LTGs,10.64,10.442143690383354,0.7607236337347327,10.5044167747303,2.0557604646877348,1-404102
LTGs,10.418,10.319053192527239,0.7820413987404902,10.02811296886346,1.8767949762007006,1-404130
LTGs,9.435,9.208044601102703,0.2667008459130182,9.345639108919318,1.6946051989335686,1-404141
LTGs,10.043,10.011216212792924,0.37785257722564264,9.19265635140351,1.7723217067229198,1-404152
LTGs,9.66,9.41122976154062,0.3743802352291592,9.600580304914809,1.7218106152125465,1-404164
LTGs,10.355,9.811919272080727,0.6153167745200327,10.50950640408216,1.9890046156985368,1-404168
LTGs,9.736,9.594679247952156,0.291589428159185,9.480705652189744,1.7895807121644254,1-404173
LTGs,10.097,9.959495051940031,0.41329977550017977,9.831624039640177,1.8438554226231612,1-404179
LTGs,10.196,9.893043502533017,0.5883827291296165,10.197917993695029,1.9084850188786497,1-404184
LTGs,9.915,9.742560935237012,0.4284582762039178,9.731510901268276,1.8432327780980093,1-404200
LTGs,9.834,9.683053064082602,0.6357840257495502,9.602780336195304,1.724275869600789,1-404260
LTGs,10.137,9.94310949555495,0.5927309690361805,9.99445776318246,1.795184589682424,1-40460
LTGs,10.175,10.06877886638998,0.6387882428351117,9.81242800643665,1.8709888137605752,1-404898
LTGs,10.989,10.763001771842923,0.7226330720160132,10.898240801888841,2.192846115188842,1-404986
LTGs,10.661,10.438183249369859,0.5868118633251416,10.565537955029736,2.0293837776852097,1-405229
LTGs,10.396,10.192857124087272,0.6751363459595301,10.269427850965112,1.9722028383790644,1-40534
LTGs,10.35,10.070817499460974,0.3830981623905365,10.326994962990964,2.104145550554008,1-40540
LTGs,11.603,11.45732079981809,1.1255131334789068,11.358837828966244,2.318689269947746,1-405454
LTGs,10.435,10.229756674918915,0.6249021652734741,10.311927067841088,2.0034605321095063,1-405457
LTGs,9.626,9.53683493240062,0.33726222797509114,9.195620396547064,1.711807229041191,1-405673
LTGs,10.483,10.304140057690377,0.5101412129122845,10.312393711389833,2.1099158630237933,1-405760
LTGs,10.706,10.583166323217112,0.7928113224773868,10.398592903244893,2.0666985504229953,1-40577
LTGs,10.164,10.081590969203257,0.5949440703377712,9.70266733952361,1.8401060944567578,1-405813
LTGs,10.159,9.150819006340882,0.6441434527114988,10.415172064022284,1.8175653695597809,1-405999
LTGs,10.802,10.715903147470375,0.586024468378995,10.357895479545716,1.8785217955012066,1-40745
LTGs,10.138,10.076215732445876,0.5369366676288067,9.561597626708124,1.9095560292411753,1-407718
LTGs,10.076,9.998191845612496,0.6918780586038593,9.591947403375016,1.8129133566428555,1-40776
LTGs,10.865,10.650535785870153,0.8050253696359372,10.756772278449873,2.141136090120739,1-40793
LTGs,9.984,9.875626068852135,0.5134834931416781,9.629109780702484,1.8175653695597809,1-40796
LTGs,10.44,10.155914656833488,0.4269996144742809,10.42236728997471,2.0729847446279304,1-40870
LTGs,10.34,10.108145986663578,0.5864732782601312,10.25767853533824,1.8603380065709938,1-409168
LTGs,9.856,9.79567832079998,0.4881292035339747,9.269907312485627,1.8149131812750738,1-409184
LTGs,10.586,10.442574561526815,0.7167556979927963,10.336130950217528,2.0538464268522527,1-409200
LTGs,10.479,10.282765323030862,0.4766875633939414,10.340592337598645,2.09377178149873,1-409240
LTGs,9.936,9.467757234106214,0.34849969959974236,10.056430486110896,1.9074113607745862,1-409368
LTGs,10.627,10.26582836165805,0.781180736187195,10.67981718234792,2.0437551269686796,1-409446
LTGs,10.354,10.250855647450008,0.7005295999631979,9.9801391763461,1.9614210940664483,1-409473
LTGs,10.798,10.491472141252824,0.6951312821800336,10.803429133164478,2.1192558892779365,1-409567
LTGs,10.743,10.56861975791667,0.5739150747385343,10.56346635023466,1.9786369483844743,1-40973
LTGs,10.197,10.034210729147668,0.3896982439414985,9.993016327603026,2.0265332645232967,1-411
LTGs,10.748,10.626133498274811,0.8853607541101183,10.437620707340619,2.0718820073061255,1-411980
LTGs,10.802,10.709842526407702,0.47943074903997945,10.384512029802856,1.9925535178321356,1-412058
LTGs,10.821,10.702771098087727,0.8110383504303275,10.499195133074416,2.0916669575956846,1-412128
LTGs,10.388,9.972190792612656,0.48315937871717596,10.478698226730518,1.8887409606828927,1-412176
LTGs,10.709,10.52614044358376,0.6624738522383145,10.546136881913142,2.1283992687178066,1-412207
LTGs,10.294,10.171228026254752,0.7209856046443563,9.986404088799965,1.916453948549925,1-412212
LTGs,10.761,10.54262706321135,0.7391770750766263,10.658823545471801,1.9973863843973134,1-41229
LTGs,9.529,8.855460211271817,0.1792623426743971,9.726522752413786,1.7634279935629373,1-412393
LTGs,9.633,9.181188374603591,0.31993751566066286,9.74470841421025,1.7283537820212285,1-412397
LTGs,10.499,10.458080303483008,0.7182515872369386,9.753878874062455,1.7795964912578246,1-41260
LTGs,9.791,9.717975756460863,0.40925746046759864,9.281712118383258,1.7693773260761385,1-412858
LTGs,9.634,9.556962403543393,0.46996765567790866,9.145998851493994,1.714329759745233,1-412866
LTGs,9.798,9.606253270604677,0.32180649945466955,9.651622018165583,1.7965743332104296,1-412892
LTGs,10.463,10.250526931600305,0.7712933922169228,10.351635673222878,1.9339931638312424,1-41304
LTGs,10.164,10.09293939304589,0.6820569652438416,9.64382865032967,1.8469553250198238,1-41356
LTGs,9.89,9.492441640710483,0.31386676190323026,9.968926626672994,1.8585371975696392,1-41408
LTGs,10.185,9.980906943312782,0.6118313870922302,10.060016383067097,1.8585371975696392,1-41416
LTGs,10.495,10.334251083561679,0.24030007191246075,10.286495593204851,1.7986506454452689,1-41420
LTGs,10.493,10.394373308261756,0.7871764513888153,10.10185964352364,1.9395192526186185,1-41531
LTGs,9.94,9.841404399591298,0.3765755937896044,9.54873767170914,1.8645110810583918,1-415391
LTGs,10.069,9.892602908942969,0.43425007648294117,9.893519759599805,1.8645110810583918,1-415430
LTGs,11.249,10.981973688011005,1.0077481884980415,11.212106052480708,2.288249225571986,1-415475
LTGs,10.954,10.56983053020745,0.6454237278619863,11.023752169806793,2.1486026548060932,1-415476
LTGs,10.322,10.23165634731266,0.7542711101622237,9.896754289852737,1.900913067737669,1-415620
LTGs,10.923,10.740119721913173,0.9555909846972441,10.760176457573845,2.114610984232173,1-415848
LTGs,10.415,10.14505231110442,0.516269159207269,10.381520473132712,2.0718820073061255,1-415931
LTGs,11.292,11.072143040316709,0.9921558381043104,11.192085068747897,2.2739267801005254,1-415939
LTGs,11.192,11.014146254803652,1.0248138149499806,11.019412399325068,2.166133970305109,1-416039
LTGs,10.768,10.276559899429017,0.7052652622841189,10.899924928130247,1.9881128402683519,1-41746
LTGs,10.516,10.209364687625733,0.779309721049039,10.52153389135241,1.8744818176994664,1-41758
LTGs,10.569,10.380327804520157,0.7724692568539018,10.4170273667419,1.9854264740830017,1-41771
LTGs,10.435,10.327356998514624,0.6407780278400487,10.077521084469069,2.0195316845312554,1-418006
LTGs,10.78,10.603336215888007,0.878062461423538,10.605051531761596,2.0580462303952816,1-418111
LTGs,10.914,10.865288213505378,1.0057389399280425,10.24075147735016,1.9845273133437926,1-418202
LTGs,9.9,9.680725388414789,0.34360636590867594,9.799199944328965,1.857935264719429,1-418242
LTGs,10.946,10.79891739841886,0.8612962516932944,10.705339227009736,2.1386184338994925,1-418252
LTGs,10.439,10.242162355873283,0.6300198450624751,10.3016459194781,1.9758911364017928,1-41828
LTGs,10.435,10.328162845142407,0.7085053302856777,10.07464395730364,1.8494194137968993,1-41833
LTGs,10.599,10.334558916193554,0.9673609596889773,10.559042533133246,1.9400181550076632,1-418626
LTGs,10.372,10.048273430455886,0.5965956177895382,10.393569111200678,2.024074987307426,1-419022
LTGs,10.942,10.60253807381183,0.6950442543319917,10.97730575250819,2.1182647260894796,1-419028
LTGs,9.932,9.731720918141617,0.41962451670360573,9.800583297414999,1.8388490907372552,1-419067
LTGs,10.39,10.075585088853176,0.44513764061458916,10.402984697581925,2.068556895072363,1-419195
LTGs,10.322,10.256301209899384,0.650791238627626,9.770367695408119,1.9595183769729982,1-41922
LTGs,10.381,10.112422598204395,0.6308345822474396,10.34592512246758,1.931457870689005,1-419231
LTGs,9.576,9.406127316069721,0.19089363609436813,9.387197914428057,1.8293037728310249,1-419236
LTGs,10.866,10.66832023506174,0.7890170977918106,10.730110682112887,2.1061908972634154,1-419240
LTGs,10.238,9.95948854386652,0.8003726942494072,10.214249695911207,1.8122446968003694,1-419266
LTGs,11.263,11.027869308412267,0.8997663894602166,11.185281002205912,2.3209766773428235,1-419301
LTGs,11.46,11.310085694606698,1.0749623748749937,11.226285679254321,2.1360860973840974,1-419427
LTGs,10.077,9.805869226618826,0.6256200768655911,10.044889152327512,1.806179973983887,1-419536
LTGs,10.445,10.252242373022069,0.5190411989262423,10.300437346035608,2.0519239160461065,1-41974
