DYN_MassInHalfRad,DM_MassInHalfRad,R_eff,Mass,VelDisp,ID
10.491427172219629,9.934351816765478,0.34766381256111023,10.65142490105782,2.1933810925661064,587722953841246538
11.39686767174353,11.246916088637006,1.305432218145628,11.163243760781421,2.1466108388318768,587722982297174288
10.536398068116775,10.031897052145535,0.2654710105461264,10.674405462517415,2.268502651659001,587722982297239818
11.022764609146778,10.860624008054423,0.7530389404998116,10.817351097718714,2.2549766404907685,587722982301761983
11.11049620928729,10.892333671601927,0.5888207080878437,11.007997541284226,2.382405332726527,587722982812680271
10.944521982237498,10.79700096335764,0.8646009692806585,10.704946968816904,2.1471381079572445,587722982812876923
10.493175249158533,10.217666440265447,0.6334111051895713,10.46606016526331,2.060196151704953,587722982813008016
10.462049917869553,10.050403066846453,0.7805674910689439,10.550134474065663,1.9857671693589904,587722982813794458
10.194757292049687,9.647620313799802,0.21339740491401737,10.350880778993162,2.1249109336080685,587722982818054327
10.692231970217296,10.29993849255341,0.8036352502811016,10.767607659787553,2.0585635753891656,587722982816088280
10.622076009854036,10.40468086782502,0.5659485669232552,10.518398763735087,2.132151336116133,587722982819037424
11.051380508784373,10.827026193682089,0.8016642397066112,10.95820194705253,2.2529325155255635,587722982819037412
10.64104837902892,10.281848383061872,0.5938538033142347,10.692339336945338,2.1655580166096824,587722982819102962
10.018713145830665,9.07507847936093,0.26791509831522353,10.267246233509661,2.077262885481849,587722982821331158
11.106033390486484,10.909554374709872,1.1549183122060025,10.968053152708322,2.088206466470904,587722982821396706
10.620850389854633,10.13558446717795,0.7145054842780726,10.74980488868653,2.0589745469825833,587722982821527575
10.712024913084758,10.164566057323874,0.5785871853677785,10.868275819419154,2.210356650104995,587722982822903928
11.391089698780874,11.06203347653678,0.8772485599426635,11.417416434238245,2.416029069801428,587722982823100491
11.549114825481757,11.43962070013787,1.3371747813115713,11.19815389092471,2.242054167759015,587722982823100602
10.411144534644832,10.019819799150879,0.42636515331754843,10.48585894618856,2.1017752362355298,587722982824607918
10.647975506968537,10.442369745743425,0.7756484334044479,10.52550182783818,2.029994446968125,587722982825001257
10.959501777959222,10.566086105407173,0.8433481976379938,11.035640400907193,2.235439898778387,587722982825001110
11.386046751488804,11.292783801417505,1.4844626359351494,10.973204282281275,2.1217990313173525,587722982826639548
11.057586020457823,10.986132103569647,1.1809594452598695,10.539620518991818,2.0063932160647644,587722982825328848
10.858334413673797,10.729935542022806,0.8242483620631432,10.56752242892544,2.1083840354676715,587722982825066745
10.54298485739556,10.121196048460705,0.5599376348894302,10.637367468589002,2.1032596986826406,587722982828015747
10.754078281778373,10.545536254518902,0.7316387755176883,10.636411010151381,2.1330000803017395,587722982828736774
10.680229953565743,10.396655348078905,0.6783068146143002,10.66204350149946,2.106818044197278,587722982829195420
10.43210916032388,9.964246437391013,0.3022503708627823,10.5523435464688,2.1857702325081836,587722982830440730
11.399608835638732,11.242524516039751,1.266025620296755,11.182810011497583,2.1946661218572157,587722982834044995
11.231987615801293,10.940881053290541,0.9940576057095437,11.221832123903429,2.2396811386512563,587722982838239419
10.832833847709317,10.597226575443017,0.9441959632688258,10.75577734883282,2.0987338227646712,587722982838829315
11.09671192037227,10.924908237972527,0.8540130725525915,10.911916392177579,2.2814365849063396,587722983349026944
11.645624343169516,11.553085595944458,1.499373226493349,11.229745542532228,2.1711424540883635,587722983346733150
11.027013690551657,10.92756570419605,0.7816111696140127,10.639079808871081,2.2430174165706425,587722983347388537
11.325767876106204,11.230345228703358,1.1051758333096608,10.921826936460391,2.2071098912712523,587722983350272076
11.281646143560037,11.141449955402713,0.9322197541979254,11.02341402307274,2.274543328179348,587722983355318446
10.660814423623865,10.285224821613003,0.5130308356823441,10.72442966869716,2.19490019295676,587722983355908300
11.757191174171446,11.677197130124478,1.8718129389889024,11.284111247117323,2.0189076269526796,587722983355908138
10.69847609058845,10.493014914780241,0.7161594236123033,10.575763512561513,2.0914832457009735,587722983355908215
10.882618785119773,10.533331978701833,0.9129455252132606,10.926045724086057,2.119183934778033,587722983355777219
10.88158196380477,10.704144941015867,0.8260012023407032,10.708169785960985,2.122717237907103,587722983356563603
10.570490117053513,10.28073307284698,0.5246153149762537,10.558916738913092,2.1319552691333947,587722983358005348
10.43934037606328,10.101495314076262,0.8217795797393073,10.473277048320957,1.9520943617831474,587722983358136412
10.492102188592005,10.274980463914632,0.5566126505511592,10.388003745278802,2.0869701249675146,587722983358464220
10.742831387766467,10.245971101104,0.8120733711767056,10.877313093034125,2.126777326101779,587722983358464156
10.974590360566998,10.870475168653401,0.6051092005150297,10.60433205368085,2.2980800255347082,587722983358464196
10.413248669736033,10.01581045792175,0.27577332074885685,10.492095062149232,2.188491985065226,587722983358267524
11.200354564365496,11.082086756303099,1.109531716913961,10.87867401789873,2.1400383087416874,587722983358660832
10.932094353959155,10.735498944981362,0.7658695206564233,10.794317491826039,2.1989888159368727,587722983359840441
10.489562365256557,9.88713815144396,0.6071527108723125,10.665774963959533,2.083544232644868,587722983360102542
10.87374902907826,10.727708692043256,0.6166889148427059,10.630491656274382,2.2408571287234356,587722983360102595
10.94780081238892,10.803735459180746,0.7435425730709571,10.699562785409297,2.2218639900065873,587722983360036986
10.414446095979526,10.090722905329326,0.5666152999384606,10.436012155689253,2.0347380431027395,587722983360889085
10.425823170070684,9.73834745906088,0.4515707508214578,10.627021408734489,2.151075599170555,587722983361085535
11.102364654581484,10.932549505844612,0.9307849818164603,10.91344234758995,2.202131632690711,587722983362134316
11.245182166895964,11.13624947954665,1.1976399449940984,10.892257597171785,2.1179863261258145,587722983362134383
11.048086761662992,10.729669864909336,0.9278158651766406,11.064804293433598,2.1700901685239953,587722983361937655
10.464527199762413,9.956113982842284,0.42709549831425453,10.604305121118491,2.130763479238658,587722983362199872
11.02373612146413,10.858740826638458,0.8809538362657119,10.824564429669689,2.202669457520899,587722983362199875
10.931673073368096,10.799651569477813,0.8787382768528812,10.651223617000564,2.123738236797687,587722983362396321
11.147948715378478,11.02329945735596,0.8421947955242023,10.846049124443342,2.2852521511597934,587722983362199885
10.16888850984227,9.479575181045965,0.6432882724728354,10.370560396717021,1.9223341117931345,587722983362265308
10.773721375948817,10.499889977379782,1.0199205950073928,10.74470492969553,2.036590317251112,587722983362265327
10.466967214150092,10.170746010952614,0.5208908559996112,10.46210457884985,2.0862491839260517,587722983367639278
10.213209279829616,9.877690299694637,0.4317385258454821,10.245159722024349,2.015076002308625,587722983368622451
11.163275223595388,10.972468391511049,0.5829592290772049,11.015198760920349,2.436109233944201,587722983367376979
10.674471952784508,10.47300205190971,0.22822572792150875,10.545080158016777,2.3530558715532393,587722983887077460
11.021301935246978,10.695215490140066,0.9257015906412461,11.044991278848451,2.182290708884692,587724197201903722
10.398226706189492,9.6808989131868,0.3273413325255731,10.606817399261594,2.16174508294024,587724197202559121
10.545678782744632,10.086624683393342,0.5187945786572681,10.661294038599388,2.1506952275003175,587724197203607690
11.657351395664609,11.426082602316315,1.3646416979325924,11.57419907722008,2.3281353137380467,587724197207212141
10.358885995650173,9.57443019514078,0.17331876372284763,10.581984746626299,2.235537879876858,587724197207408738
10.641983889061635,10.219189213108264,0.6704559288811929,10.736978273366326,2.108881927428899,587724197207933078
10.890763153873573,10.357569648108283,0.7490555310585987,11.041237893136998,2.2171880935196957,587724197209047137
10.603160173636928,9.94466680613088,0.55696828001977,10.79654279563443,2.1422332768344163,587724197207670886
11.216350578283782,11.108198568087163,1.2263263321390863,10.860676482867856,2.0756361976120554,587724197207933040
10.756256294827997,10.357254987446487,0.604489331537364,10.836143635232755,2.1797924872915027,587724197207933045
11.27929218509056,11.063319785362726,1.0929285976768064,11.173415818580427,2.227990971730215,587724197211471952
10.483834960084316,10.011909342355919,0.44086776126810234,10.606152381701833,2.1495521536691227,587724197738381420
10.331514515834325,9.795126221158784,0.33482380562866987,10.483306143258384,2.118677626606668,587724197740478607
10.304562466432913,9.946360633624279,0.356348680920505,10.35507605326403,2.1001700558111986,587724197740740750
10.642039645517338,10.020269584687435,0.5108158195865683,10.824507034701734,2.190845794159104,587724197740740706
10.775238795519938,10.453782584551478,0.7608317242318001,10.794747303676587,2.116688799894566,587724197740806154
10.415387128707492,9.906064302562788,0.5536904548204251,10.55557340216616,2.045971309802646,587724197741854862
10.823945077318163,10.69635692363616,0.578673617009806,10.53076771495879,2.241270467965872,587724197741920426
10.742082908566037,10.095500032288342,0.6831637745702243,10.932055514475914,2.197869319137795,587724197741920450
10.835396201972502,10.60887165156852,0.3147832906970668,10.74540683342788,2.3843836466878106,587724197741854834
10.899061971051264,10.48402016603642,0.9351347710068322,10.989281381573834,2.1600975142312158,587724197741592735
10.440814754802384,10.076511346316368,0.5453237458011956,10.496031134425737,2.0707331990220914,587724197742117049
10.660915318695153,10.431080758096808,0.5864402225565378,10.575715264392748,2.1593956693626497,587724197745459346
10.749131910098564,10.600420992725171,0.9657679306094864,10.5124846493954,2.0907497987230705,587724197744345200
11.185485559757586,10.998898781857049,1.1939916110982773,11.029653749040238,2.113137437616034,587724197746049173
11.248956087613129,11.143121230763485,1.512377755588167,10.884987176220486,2.0036270703610777,587724197746966654
11.046184908291075,10.894675119078828,0.7476154613444521,10.816316510121274,2.303957141508342,587724197746704474
11.237119450950832,11.019280056548899,0.8201897165797809,11.134125138049821,2.333500756413788,587724197746901186
10.410148306113932,9.952011324197212,0.4438100234445438,10.525274359310975,2.113584540987109,587724198005899427
11.195767609858997,11.068183931985768,1.0268843981663536,10.90257714061372,2.210134390307842,587724197747490977
10.97273905263211,10.500701899037269,0.6844297191147869,11.095113244047733,2.2738746272640196,587724198274400379
10.648028343365604,10.38194542835817,0.7447174763459677,10.610021074748762,2.1080323310268736,587724198276825351
10.871316186369233,10.540030223194151,0.8518906087972548,10.899600899314498,2.1742260293335725,587724198277873873
10.409711113631973,9.900396907432606,0.332798694960195,10.549893523139291,2.1621214463326943,587724198278463663
10.605025911355192,10.300356714174097,0.7394334180528451,10.608634871161296,2.047811353489405,587724198277480667
10.479206679537004,10.003210880819292,0.3081989645212234,10.603581592536838,2.207087740518496,587724198277546038
11.302914392855564,11.155951656432718,0.9520047444459988,11.061956104216621,2.305314493138656,587724198278725739
10.775621732640086,10.309652743884838,0.27823777702274244,10.894875072390812,2.3652606668005567,587724198278594717
11.401014121963469,11.27543032416673,1.2674189280558177,11.101913581022977,2.1959873013969773,587724198278791304
10.839250806320049,10.622539772195505,0.525027156882947,10.734518429486009,2.2706904647356554,587724198278791195
11.17910877709998,10.81152172110156,0.8631135245908582,11.236808197418744,2.3008588111505417,587724198280233092
